system:index,band,correlation,.geo
149,SR_B6_pc3,0.13829371085952596,"{""type"":""MultiPoint"",""coordinates"":[]}"
150,SR_B7_SR_B2,0.911418228789425,"{""type"":""MultiPoint"",""coordinates"":[]}"
151,SR_B7_SR_B3,0.9005079014838072,"{""type"":""MultiPoint"",""coordinates"":[]}"
152,SR_B7_SR_B4,0.9399292134302296,"{""type"":""MultiPoint"",""coordinates"":[]}"
153,SR_B7_SR_B5,0.2842850334945338,"{""type"":""MultiPoint"",""coordinates"":[]}"
154,SR_B7_SR_B6,0.9623527128486484,"{""type"":""MultiPoint"",""coordinates"":[]}"
155,SR_B7_SR_B7,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
156,SR_B7_elevation,-0.34409167456614803,"{""type"":""MultiPoint"",""coordinates"":[]}"
157,SR_B7_slope,-0.3021504005950683,"{""type"":""MultiPoint"",""coordinates"":[]}"
158,SR_B7_NDBI,0.8740546456126932,"{""type"":""MultiPoint"",""coordinates"":[]}"
159,SR_B7_NDVI,-0.800985991525917,"{""type"":""MultiPoint"",""coordinates"":[]}"
160,SR_B7_BLFEI,0.4944366802503135,"{""type"":""MultiPoint"",""coordinates"":[]}"
161,SR_B7_NDMI,-0.8740546456126932,"{""type"":""MultiPoint"",""coordinates"":[]}"
162,SR_B7_NDSaII,0.4737991900632393,"{""type"":""MultiPoint"",""coordinates"":[]}"
163,SR_B7_ExG,-0.3710027217070319,"{""type"":""MultiPoint"",""coordinates"":[]}"
164,SR_B7_EVI,-0.5468943152764695,"{""type"":""MultiPoint"",""coordinates"":[]}"
165,SR_B7_SR_B2_1,0.6161708343809325,"{""type"":""MultiPoint"",""coordinates"":[]}"
166,SR_B7_SR_B3_1,0.6577151335835326,"{""type"":""MultiPoint"",""coordinates"":[]}"
167,SR_B7_SR_B4_1,0.6152899512104765,"{""type"":""MultiPoint"",""coordinates"":[]}"
168,SR_B7_SR_B5_1,0.2921189710550709,"{""type"":""MultiPoint"",""coordinates"":[]}"
169,SR_B7_SR_B6_1,0.6742570156691102,"{""type"":""MultiPoint"",""coordinates"":[]}"
170,SR_B7_SR_B7_1,0.671692131750408,"{""type"":""MultiPoint"",""coordinates"":[]}"
171,SR_B7_SR_B2_2,0.712171924946599,"{""type"":""MultiPoint"",""coordinates"":[]}"
172,SR_B7_SR_B3_2,0.7374737778363748,"{""type"":""MultiPoint"",""coordinates"":[]}"
173,SR_B7_SR_B4_2,0.7415479333622049,"{""type"":""MultiPoint"",""coordinates"":[]}"
174,SR_B7_SR_B5_2,0.152059606367138,"{""type"":""MultiPoint"",""coordinates"":[]}"
175,SR_B7_SR_B6_2,0.8017491858129399,"{""type"":""MultiPoint"",""coordinates"":[]}"
176,SR_B7_SR_B7_2,0.7851305123125129,"{""type"":""MultiPoint"",""coordinates"":[]}"
177,SR_B7_pc1,0.3802606301786665,"{""type"":""MultiPoint"",""coordinates"":[]}"
178,SR_B7_pc2,0.707008379545285,"{""type"":""MultiPoint"",""coordinates"":[]}"
179,SR_B7_pc3,0.12739403136024538,"{""type"":""MultiPoint"",""coordinates"":[]}"
180,elevation_SR_B2,-0.4030866148929676,"{""type"":""MultiPoint"",""coordinates"":[]}"
181,elevation_SR_B3,-0.4239959125216142,"{""type"":""MultiPoint"",""coordinates"":[]}"
182,elevation_SR_B4,-0.35795144865224954,"{""type"":""MultiPoint"",""coordinates"":[]}"
183,elevation_SR_B5,-0.16670466123143787,"{""type"":""MultiPoint"",""coordinates"":[]}"
184,elevation_SR_B6,-0.35020909755559293,"{""type"":""MultiPoint"",""coordinates"":[]}"
185,elevation_SR_B7,-0.3440916745661481,"{""type"":""MultiPoint"",""coordinates"":[]}"
186,elevation_elevation,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
187,elevation_slope,0.6696154557998202,"{""type"":""MultiPoint"",""coordinates"":[]}"
188,elevation_NDBI,-0.30728263993415944,"{""type"":""MultiPoint"",""coordinates"":[]}"
189,elevation_NDVI,0.3283855491788398,"{""type"":""MultiPoint"",""coordinates"":[]}"
190,elevation_BLFEI,-0.29366788076486267,"{""type"":""MultiPoint"",""coordinates"":[]}"
191,elevation_NDMI,0.30728263993415944,"{""type"":""MultiPoint"",""coordinates"":[]}"
192,elevation_NDSaII,-0.2683676569138609,"{""type"":""MultiPoint"",""coordinates"":[]}"
193,elevation_ExG,-0.13523695775033862,"{""type"":""MultiPoint"",""coordinates"":[]}"
194,elevation_EVI,0.14690548657853167,"{""type"":""MultiPoint"",""coordinates"":[]}"
195,elevation_SR_B2_1,-0.26379730581682986,"{""type"":""MultiPoint"",""coordinates"":[]}"
196,elevation_SR_B3_1,-0.2876536674529088,"{""type"":""MultiPoint"",""coordinates"":[]}"
197,elevation_SR_B4_1,-0.19983305579569,"{""type"":""MultiPoint"",""coordinates"":[]}"
198,elevation_SR_B5_1,-0.32410159732123656,"{""type"":""MultiPoint"",""coordinates"":[]}"
199,elevation_SR_B6_1,-0.24382325201773541,"{""type"":""MultiPoint"",""coordinates"":[]}"
200,elevation_SR_B7_1,-0.18577015535102684,"{""type"":""MultiPoint"",""coordinates"":[]}"
201,elevation_SR_B2_2,-0.36318053278882545,"{""type"":""MultiPoint"",""coordinates"":[]}"
202,elevation_SR_B3_2,-0.37203282139648497,"{""type"":""MultiPoint"",""coordinates"":[]}"
203,elevation_SR_B4_2,-0.3582349286003822,"{""type"":""MultiPoint"",""coordinates"":[]}"
204,elevation_SR_B5_2,0.00546815187221109,"{""type"":""MultiPoint"",""coordinates"":[]}"
205,elevation_SR_B6_2,-0.35923521876982634,"{""type"":""MultiPoint"",""coordinates"":[]}"
206,elevation_SR_B7_2,-0.3449564432287142,"{""type"":""MultiPoint"",""coordinates"":[]}"
207,elevation_pc1,-0.03028673689779426,"{""type"":""MultiPoint"",""coordinates"":[]}"
208,elevation_pc2,-0.5590029423708779,"{""type"":""MultiPoint"",""coordinates"":[]}"
209,elevation_pc3,0.11006935087865824,"{""type"":""MultiPoint"",""coordinates"":[]}"
210,slope_SR_B2,-0.3612720908606034,"{""type"":""MultiPoint"",""coordinates"":[]}"
211,slope_SR_B3,-0.37914650112204246,"{""type"":""MultiPoint"",""coordinates"":[]}"
212,slope_SR_B4,-0.3186413836322654,"{""type"":""MultiPoint"",""coordinates"":[]}"
213,slope_SR_B5,-0.18755188123448513,"{""type"":""MultiPoint"",""coordinates"":[]}"
214,slope_SR_B6,-0.2878084341407047,"{""type"":""MultiPoint"",""coordinates"":[]}"
215,slope_SR_B7,-0.3021504005950683,"{""type"":""MultiPoint"",""coordinates"":[]}"
216,slope_elevation,0.6696154557998202,"{""type"":""MultiPoint"",""coordinates"":[]}"
217,slope_slope,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
218,slope_NDBI,-0.23823058592630791,"{""type"":""MultiPoint"",""coordinates"":[]}"
219,slope_NDVI,0.2916406418029771,"{""type"":""MultiPoint"",""coordinates"":[]}"
220,slope_BLFEI,-0.2944928519103452,"{""type"":""MultiPoint"",""coordinates"":[]}"
221,slope_NDMI,0.23823058592630791,"{""type"":""MultiPoint"",""coordinates"":[]}"
222,slope_NDSaII,-0.26682392209622635,"{""type"":""MultiPoint"",""coordinates"":[]}"
223,slope_ExG,-0.12388052029974117,"{""type"":""MultiPoint"",""coordinates"":[]}"
224,slope_EVI,0.09840878292278048,"{""type"":""MultiPoint"",""coordinates"":[]}"
225,slope_SR_B2_1,-0.3296054265575541,"{""type"":""MultiPoint"",""coordinates"":[]}"
226,slope_SR_B3_1,-0.34169724860553996,"{""type"":""MultiPoint"",""coordinates"":[]}"
227,slope_SR_B4_1,-0.28124363258322793,"{""type"":""MultiPoint"",""coordinates"":[]}"
228,slope_SR_B5_1,-0.2918299227771615,"{""type"":""MultiPoint"",""coordinates"":[]}"
229,slope_SR_B6_1,-0.27880104915366577,"{""type"":""MultiPoint"",""coordinates"":[]}"
230,slope_SR_B7_1,-0.2527581282272665,"{""type"":""MultiPoint"",""coordinates"":[]}"
231,slope_SR_B2_2,-0.35888536414608085,"{""type"":""MultiPoint"",""coordinates"":[]}"
232,slope_SR_B3_2,-0.37274933380119646,"{""type"":""MultiPoint"",""coordinates"":[]}"
233,slope_SR_B4_2,-0.359269148719829,"{""type"":""MultiPoint"",""coordinates"":[]}"
234,slope_SR_B5_2,0.027641016925975415,"{""type"":""MultiPoint"",""coordinates"":[]}"
235,slope_SR_B6_2,-0.3287211936366465,"{""type"":""MultiPoint"",""coordinates"":[]}"
236,slope_SR_B7_2,-0.337254715939506,"{""type"":""MultiPoint"",""coordinates"":[]}"
237,slope_pc1,-0.2228638163467581,"{""type"":""MultiPoint"",""coordinates"":[]}"
238,slope_pc2,-0.47396110000724495,"{""type"":""MultiPoint"",""coordinates"":[]}"
239,slope_pc3,0.10165499914530353,"{""type"":""MultiPoint"",""coordinates"":[]}"
240,NDBI_SR_B2,0.7769347148161966,"{""type"":""MultiPoint"",""coordinates"":[]}"
241,NDBI_SR_B3,0.7253675753778339,"{""type"":""MultiPoint"",""coordinates"":[]}"
242,NDBI_SR_B4,0.7985033403377708,"{""type"":""MultiPoint"",""coordinates"":[]}"
243,NDBI_SR_B5,-0.08353031801452797,"{""type"":""MultiPoint"",""coordinates"":[]}"
244,NDBI_SR_B6,0.8467366172729742,"{""type"":""MultiPoint"",""coordinates"":[]}"
245,NDBI_SR_B7,0.8740546456126932,"{""type"":""MultiPoint"",""coordinates"":[]}"
246,NDBI_elevation,-0.30728263993415933,"{""type"":""MultiPoint"",""coordinates"":[]}"
247,NDBI_slope,-0.23823058592630786,"{""type"":""MultiPoint"",""coordinates"":[]}"
248,NDBI_NDBI,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
249,NDBI_NDVI,-0.8229928217559386,"{""type"":""MultiPoint"",""coordinates"":[]}"
250,NDBI_BLFEI,0.4384316812753787,"{""type"":""MultiPoint"",""coordinates"":[]}"
251,NDBI_NDMI,-1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
252,NDBI_NDSaII,0.42638844345157845,"{""type"":""MultiPoint"",""coordinates"":[]}"
253,NDBI_ExG,-0.5060992827844427,"{""type"":""MultiPoint"",""coordinates"":[]}"
254,NDBI_EVI,-0.7208880301944123,"{""type"":""MultiPoint"",""coordinates"":[]}"
255,NDBI_SR_B2_1,0.3992667009715399,"{""type"":""MultiPoint"",""coordinates"":[]}"
256,NDBI_SR_B3_1,0.4196813730236526,"{""type"":""MultiPoint"",""coordinates"":[]}"
257,NDBI_SR_B4_1,0.3843246156864827,"{""type"":""MultiPoint"",""coordinates"":[]}"
258,NDBI_SR_B5_1,0.1420796566844307,"{""type"":""MultiPoint"",""coordinates"":[]}"
259,NDBI_SR_B6_1,0.47289466498171195,"{""type"":""MultiPoint"",""coordinates"":[]}"
260,NDBI_SR_B7_1,0.4561693952823123,"{""type"":""MultiPoint"",""coordinates"":[]}"
261,NDBI_SR_B2_2,0.46926772912821746,"{""type"":""MultiPoint"",""coordinates"":[]}"
262,NDBI_SR_B3_2,0.49481004155779934,"{""type"":""MultiPoint"",""coordinates"":[]}"
263,NDBI_SR_B4_2,0.49194702341895374,"{""type"":""MultiPoint"",""coordinates"":[]}"
264,NDBI_SR_B5_2,0.08240957609176557,"{""type"":""MultiPoint"",""coordinates"":[]}"
265,NDBI_SR_B6_2,0.5747501977380457,"{""type"":""MultiPoint"",""coordinates"":[]}"
266,NDBI_SR_B7_2,0.5306767896234958,"{""type"":""MultiPoint"",""coordinates"":[]}"
267,NDBI_pc1,0.2603480263434748,"{""type"":""MultiPoint"",""coordinates"":[]}"
268,NDBI_pc2,0.586867356941701,"{""type"":""MultiPoint"",""coordinates"":[]}"
269,NDBI_pc3,0.2873941244124953,"{""type"":""MultiPoint"",""coordinates"":[]}"
270,NDVI_SR_B2,-0.8775339600384414,"{""type"":""MultiPoint"",""coordinates"":[]}"
271,NDVI_SR_B3,-0.8578070384460189,"{""type"":""MultiPoint"",""coordinates"":[]}"
272,NDVI_SR_B4,-0.8946453727622958,"{""type"":""MultiPoint"",""coordinates"":[]}"
273,NDVI_SR_B5,0.13768937641089007,"{""type"":""MultiPoint"",""coordinates"":[]}"
274,NDVI_SR_B6,-0.6841545148372656,"{""type"":""MultiPoint"",""coordinates"":[]}"
275,NDVI_SR_B7,-0.800985991525917,"{""type"":""MultiPoint"",""coordinates"":[]}"
276,NDVI_elevation,0.3283855491788398,"{""type"":""MultiPoint"",""coordinates"":[]}"
277,NDVI_slope,0.29164064180297716,"{""type"":""MultiPoint"",""coordinates"":[]}"
